,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Mettl21a.1,2.14E-11,0.518509253,0.113,0.089,7.10E-07,Tpex,Mettl21a
Kat2b,1.04E-20,0.518458336,0.122,0.087,3.44E-16,Tpex,Kat2b
Wwp2.1,5.97E-30,0.518443134,0.209,0.156,1.98E-25,Tpex,Wwp2
Srd5a3.1,2.43E-25,0.518336723,0.217,0.17,8.07E-21,Tpex,Srd5a3
Arhgef1,2.50E-230,0.518203718,0.812,0.706,8.29E-226,Tpex,Arhgef1
Htatip2.1,1.34E-37,0.518149153,0.301,0.237,4.44E-33,Tpex,Htatip2
Arrb2,1.63E-98,0.518082364,0.588,0.493,5.39E-94,Tpex,Arrb2
Mccc1.1,1.46E-13,0.517890554,0.082,0.059,4.85E-09,Tpex,Mccc1
Sh2b3,1.71E-17,0.51770437,0.095,0.066,5.66E-13,Tpex,Sh2b3
Sptbn1,7.10E-89,0.517534153,0.529,0.425,2.35E-84,Tpex,Sptbn1
Sumf1.1,1.40E-08,0.517528868,0.063,0.047,0.000463755,Tpex,Sumf1
Reck,8.08E-12,0.517519392,0.075,0.054,2.68E-07,Tpex,Reck
Cep135.1,9.19E-13,0.517439445,0.098,0.074,3.04E-08,Tpex,Cep135
Taok2,1.56E-20,0.517382236,0.14,0.103,5.16E-16,Tpex,Taok2
Vrk1.1,1.89E-45,0.517256743,0.329,0.255,6.27E-41,Tpex,Vrk1
A430073D23Rik.1,1.18E-06,0.517130109,0.02,0.012,0.039131459,Tpex,A430073D23Rik
Slfn1,1.30E-105,0.517121501,0.476,0.345,4.30E-101,Tpex,Slfn1
Zfand3.1,3.07E-37,0.516918157,0.293,0.227,1.02E-32,Tpex,Zfand3
Acap3.1,5.96E-09,0.516355679,0.074,0.056,0.000197476,Tpex,Acap3
Gpsm3.1,7.69E-235,0.516326334,0.84,0.753,2.55E-230,Tpex,Gpsm3
Acad9.1,1.70E-13,0.516081309,0.118,0.091,5.63E-09,Tpex,Acad9
Dennd1a,3.31E-23,0.515829404,0.171,0.128,1.10E-18,Tpex,Dennd1a
Tcaim,4.66E-07,0.515325694,0.05,0.037,0.015425448,Tpex,Tcaim
Atxn7l2.1,9.93E-10,0.51512142,0.064,0.047,3.29E-05,Tpex,Atxn7l2
Top2b.1,1.73E-123,0.515034511,0.606,0.49,5.73E-119,Tpex,Top2b
Tecr.1,1.65E-192,0.515014816,0.781,0.687,5.48E-188,Tpex,Tecr
Hp1bp3.1,3.53E-117,0.514743362,0.666,0.574,1.17E-112,Tpex,Hp1bp3
Nosip.1,3.12E-50,0.51449782,0.356,0.279,1.03E-45,Tpex,Nosip
Dpp8,1.65E-32,0.514031225,0.239,0.181,5.47E-28,Tpex,Dpp8
Gyg.1,3.80E-39,0.513991147,0.327,0.262,1.26E-34,Tpex,Gyg
Aftph.1,1.74E-27,0.513778657,0.265,0.215,5.77E-23,Tpex,Aftph
Setd2,1.28E-38,0.513641799,0.311,0.245,4.24E-34,Tpex,Setd2
Apeh.1,7.84E-39,0.513512594,0.28,0.214,2.60E-34,Tpex,Apeh
1700056E22Rik,7.66E-10,0.513177887,0.057,0.04,2.54E-05,Tpex,1700056E22Rik
Rbis.1,5.92E-127,0.512988058,0.364,0.213,1.96E-122,Tpex,Rbis
Cast,4.38E-78,0.512797145,0.482,0.382,1.45E-73,Tpex,Cast
Atp6v0d1.1,1.13E-66,0.512669453,0.413,0.32,3.75E-62,Tpex,Atp6v0d1
Cnot9.1,4.75E-18,0.512489319,0.103,0.073,1.57E-13,Tpex,Cnot9
Ap5m1,1.33E-17,0.512349725,0.14,0.106,4.40E-13,Tpex,Ap5m1
Zfp277.1,6.29E-36,0.5122148,0.267,0.205,2.08E-31,Tpex,Zfp277
Casp1.1,6.40E-08,0.512127453,0.134,0.115,0.00212207,Tpex,Casp1
Tomm6.1,4.45E-152,0.511915162,0.581,0.412,1.47E-147,Tpex,Tomm6
Twf2.1,9.44E-109,0.511742086,0.606,0.507,3.13E-104,Tpex,Twf2
Sft2d1,1.40E-56,0.511539999,0.365,0.277,4.62E-52,Tpex,Sft2d1
B3gnt5,8.15E-10,0.511041556,0.062,0.045,2.70E-05,Tpex,B3gnt5
Parp6,1.72E-16,0.510914014,0.092,0.065,5.69E-12,Tpex,Parp6
Vipas39.1,2.32E-19,0.510700968,0.141,0.105,7.68E-15,Tpex,Vipas39
Kdm3a.1,1.44E-22,0.510677403,0.172,0.13,4.78E-18,Tpex,Kdm3a
Macf1.1,7.22E-99,0.510505209,0.591,0.485,2.39E-94,Tpex,Macf1
Nrp1.1,3.00E-10,0.510384583,0.225,0.201,9.94E-06,Tpex,Nrp1
Slc25a20.1,5.21E-20,0.51038071,0.169,0.13,1.73E-15,Tpex,Slc25a20
Shkbp1.1,5.11E-31,0.51018685,0.242,0.185,1.69E-26,Tpex,Shkbp1
Ankrd52.1,6.32E-07,0.510153748,0.061,0.048,0.020943534,Tpex,Ankrd52
Tmem184c.1,2.14E-19,0.509916329,0.145,0.108,7.09E-15,Tpex,Tmem184c
Pigp.1,8.53E-68,0.509747935,0.499,0.414,2.83E-63,Tpex,Pigp
Rab21,3.65E-80,0.509739433,0.431,0.321,1.21E-75,Tpex,Rab21
Trav9-1.1,3.46E-07,0.509537732,0.013,0.007,0.011470505,Tpex,Trav9-1
Ppp1r21.1,9.64E-20,0.50937365,0.137,0.101,3.20E-15,Tpex,Ppp1r21
Fam53b.1,4.13E-34,0.50933311,0.31,0.248,1.37E-29,Tpex,Fam53b
Zfp524.1,7.50E-25,0.509268376,0.219,0.171,2.49E-20,Tpex,Zfp524
Armc5,7.86E-14,0.509205631,0.11,0.083,2.61E-09,Tpex,Armc5
Maml1,3.23E-13,0.50873125,0.082,0.059,1.07E-08,Tpex,Maml1
Dhx8,3.32E-24,0.508520557,0.202,0.156,1.10E-19,Tpex,Dhx8
Parvg.1,1.29E-46,0.508385973,0.358,0.284,4.27E-42,Tpex,Parvg
Dmac2.1,9.10E-33,0.508358688,0.155,0.104,3.01E-28,Tpex,Dmac2
Alg12.1,9.05E-07,0.508317898,0.05,0.038,0.029971324,Tpex,Alg12
Dip2b.1,1.21E-47,0.508308641,0.343,0.267,4.02E-43,Tpex,Dip2b
Elk3.1,8.03E-37,0.508160853,0.34,0.278,2.66E-32,Tpex,Elk3
Ahi1.1,7.08E-10,0.508116007,0.136,0.113,2.35E-05,Tpex,Ahi1
Hexb.1,2.24E-50,0.508101751,0.346,0.265,7.41E-46,Tpex,Hexb
Strada.1,2.58E-17,0.508025237,0.152,0.118,8.55E-13,Tpex,Strada
Sptlc1.1,1.05E-25,0.507968401,0.209,0.161,3.49E-21,Tpex,Sptlc1
Arfip1.1,2.92E-20,0.5078018,0.153,0.115,9.66E-16,Tpex,Arfip1
2310009A05Rik.1,6.28E-56,0.50773864,0.166,0.098,2.08E-51,Tpex,2310009A05Rik
Cdkn2aip.1,8.86E-22,0.507653888,0.209,0.166,2.94E-17,Tpex,Cdkn2aip
Rnf14.1,1.39E-31,0.507488481,0.23,0.175,4.61E-27,Tpex,Rnf14
Trim41.1,8.46E-08,0.507301909,0.089,0.071,0.002802995,Tpex,Trim41
Lemd2,8.66E-26,0.507187266,0.19,0.143,2.87E-21,Tpex,Lemd2
Galns.1,3.50E-10,0.50708027,0.086,0.066,1.16E-05,Tpex,Galns
Stradb.1,8.66E-08,0.50706961,0.07,0.054,0.002869442,Tpex,Stradb
Atxn1.1,3.20E-25,0.506879017,0.258,0.21,1.06E-20,Tpex,Atxn1
Vti1a.1,7.09E-25,0.506247604,0.196,0.15,2.35E-20,Tpex,Vti1a
Washc4,4.45E-42,0.506121533,0.191,0.128,1.48E-37,Tpex,Washc4
Atp6v1h,8.02E-42,0.506041128,0.327,0.256,2.66E-37,Tpex,Atp6v1h
Rb1cc1.1,1.10E-56,0.506026827,0.333,0.245,3.65E-52,Tpex,Rb1cc1
Med12,3.77E-39,0.505871512,0.251,0.186,1.25E-34,Tpex,Med12
Atrip,3.63E-16,0.505526418,0.091,0.064,1.20E-11,Tpex,Atrip
Gm16845,2.12E-09,0.505272819,0.047,0.032,7.03E-05,Tpex,Gm16845
Mapk6.1,3.65E-17,0.505208758,0.185,0.149,1.21E-12,Tpex,Mapk6
Mtmr12.1,4.23E-17,0.505035799,0.137,0.104,1.40E-12,Tpex,Mtmr12
Kbtbd2,4.96E-24,0.504648823,0.193,0.148,1.64E-19,Tpex,Kbtbd2
Sirt1,7.55E-14,0.504605248,0.118,0.09,2.50E-09,Tpex,Sirt1
Ap1g2.1,7.54E-34,0.504592915,0.245,0.184,2.50E-29,Tpex,Ap1g2
Skiv2l.1,4.97E-30,0.504427446,0.21,0.157,1.65E-25,Tpex,Skiv2l
Def6.1,7.48E-107,0.504369759,0.613,0.515,2.48E-102,Tpex,Def6
Git2,8.01E-70,0.504337515,0.484,0.39,2.65E-65,Tpex,Git2
Atxn7,4.48E-21,0.504284109,0.171,0.131,1.48E-16,Tpex,Atxn7
Sla.1,8.42E-67,0.504197221,0.481,0.393,2.79E-62,Tpex,Sla
Lpxn.1,2.66E-82,0.504173183,0.526,0.432,8.82E-78,Tpex,Lpxn
Nprl3.1,4.33E-14,0.504067415,0.108,0.081,1.44E-09,Tpex,Nprl3
Rb1.1,2.47E-16,0.503891703,0.147,0.114,8.17E-12,Tpex,Rb1
Spata2l,5.42E-07,0.503763466,0.028,0.019,0.017971523,Tpex,Spata2l
2610021A01Rik.1,1.16E-12,0.503749306,0.071,0.05,3.85E-08,Tpex,2610021A01Rik
Ripor2.1,1.11E-119,0.503723541,0.577,0.426,3.67E-115,Tpex,Ripor2
Ankmy2,3.08E-25,0.503697832,0.161,0.116,1.02E-20,Tpex,Ankmy2
Fkbp15.1,1.78E-25,0.503628139,0.2,0.152,5.89E-21,Tpex,Fkbp15
Apbb1ip,2.81E-142,0.503625065,0.7,0.582,9.31E-138,Tpex,Apbb1ip
Hist2h2bb.2,4.35E-11,0.503624128,0.044,0.029,1.44E-06,Tpex,Hist2h2bb
Smg6.1,2.96E-33,0.503566449,0.268,0.209,9.79E-29,Tpex,Smg6
Itgb2.1,4.20E-158,0.503432143,0.776,0.687,1.39E-153,Tpex,Itgb2
Rnf214.1,4.90E-14,0.503420755,0.113,0.085,1.62E-09,Tpex,Rnf214
Malt1.1,1.84E-40,0.503318858,0.307,0.237,6.08E-36,Tpex,Malt1
Heatr5b.1,5.50E-09,0.503265697,0.059,0.043,0.000182114,Tpex,Heatr5b
Kxd1.1,5.84E-94,0.503035722,0.612,0.528,1.94E-89,Tpex,Kxd1
Sufu.1,5.86E-10,0.502962452,0.09,0.07,1.94E-05,Tpex,Sufu
Prss12,2.96E-07,0.502926959,0.037,0.026,0.009803221,Tpex,Prss12
Iqgap1.1,1.42E-151,0.502801805,0.744,0.654,4.71E-147,Tpex,Iqgap1
Apc,1.80E-28,0.502480181,0.185,0.135,5.98E-24,Tpex,Apc
Gm16740.1,7.85E-07,0.5023822,0.044,0.033,0.026015515,Tpex,Gm16740
B4gat1.1,1.24E-08,0.502352061,0.08,0.062,0.000412115,Tpex,B4gat1
Spty2d1,1.58E-23,0.502149701,0.25,0.204,5.23E-19,Tpex,Spty2d1
Plekho2.1,7.05E-15,0.501868931,0.15,0.119,2.34E-10,Tpex,Plekho2
Ctsl.1,1.54E-15,0.501753168,0.09,0.064,5.09E-11,Tpex,Ctsl
Micu3,5.41E-08,0.501516806,0.077,0.061,0.001791835,Tpex,Micu3
Paqr7.1,4.06E-25,0.501512643,0.159,0.115,1.35E-20,Tpex,Paqr7
Sh2d1a.1,5.00E-90,0.501508916,0.657,0.572,1.66E-85,Tpex,Sh2d1a
Nipal3,9.38E-16,0.501437089,0.098,0.071,3.11E-11,Tpex,Nipal3
Arhgdib.1,0,0.500978493,0.994,0.987,0,Tpex,Arhgdib
Sat1.1,1.55E-110,0.500478294,0.612,0.505,5.13E-106,Tpex,Sat1
Atg4a.1,4.73E-13,0.500364599,0.099,0.074,1.57E-08,Tpex,Atg4a
Nlrc5.1,1.82E-33,0.500360139,0.296,0.236,6.03E-29,Tpex,Nlrc5
Otud5.1,2.17E-47,0.50029435,0.365,0.29,7.18E-43,Tpex,Otud5
Hnrnpul2.1,8.50E-66,0.500271025,0.493,0.41,2.82E-61,Tpex,Hnrnpul2
Cfap298.1,4.67E-27,0.500235931,0.109,0.071,1.55E-22,Tpex,Cfap298
Ms4a6b,9.45E-287,0.500052326,0.936,0.888,3.13E-282,Tpex,Ms4a6b
Gtdc1.1,1.28E-11,0.500007144,0.1,0.077,4.25E-07,Tpex,Gtdc1
Hectd3.1,9.71E-17,0.499944803,0.128,0.096,3.22E-12,Tpex,Hectd3
Slain1.1,6.37E-34,0.499724529,0.291,0.229,2.11E-29,Tpex,Slain1
Il2rg.1,8.37E-230,0.499603036,0.868,0.792,2.77E-225,Tpex,Il2rg
Tufm.1,9.89E-67,0.499328765,0.369,0.272,3.28E-62,Tpex,Tufm
Arhgap45.1,1.42E-217,0.499324051,0.717,0.521,4.72E-213,Tpex,Arhgap45
Rell1.1,2.53E-13,0.499298312,0.099,0.074,8.40E-09,Tpex,Rell1
Gclm.1,1.26E-28,0.499225772,0.27,0.216,4.16E-24,Tpex,Gclm
Scly.1,1.67E-18,0.498932463,0.181,0.143,5.55E-14,Tpex,Scly
Zfp287,5.69E-09,0.498867992,0.054,0.039,0.0001884,Tpex,Zfp287
Lars2.1,1.39E-122,0.49885344,0.531,0.383,4.61E-118,Tpex,Lars2
Ankzf1.1,3.76E-13,0.498613031,0.092,0.068,1.25E-08,Tpex,Ankzf1
Rit1.1,8.59E-24,0.4985607,0.208,0.162,2.85E-19,Tpex,Rit1
Pnpla8,2.40E-18,0.498145762,0.133,0.099,7.95E-14,Tpex,Pnpla8
Wdr24.1,4.89E-11,0.498141484,0.082,0.061,1.62E-06,Tpex,Wdr24
Rab33b,4.71E-10,0.497969744,0.1,0.078,1.56E-05,Tpex,Rab33b
Xpc.1,7.63E-16,0.497964995,0.127,0.096,2.53E-11,Tpex,Xpc
Tlk2.1,2.15E-21,0.497757752,0.183,0.142,7.14E-17,Tpex,Tlk2
Tnks2.1,1.11E-53,0.49772412,0.398,0.316,3.66E-49,Tpex,Tnks2
Edrf1.1,4.61E-09,0.497634076,0.069,0.051,0.000152871,Tpex,Edrf1
Scand1,1.28E-196,0.497633254,0.809,0.741,4.25E-192,Tpex,Scand1
Arid4b.1,9.88E-68,0.497534401,0.473,0.381,3.28E-63,Tpex,Arid4b
Cers6.1,8.65E-10,0.497122373,0.089,0.069,2.87E-05,Tpex,Cers6
Cul4a.1,3.80E-11,0.496945035,0.118,0.094,1.26E-06,Tpex,Cul4a
Nfrkb,6.26E-36,0.496661427,0.267,0.204,2.07E-31,Tpex,Nfrkb
Ap5z1.1,2.66E-10,0.496614747,0.066,0.048,8.80E-06,Tpex,Ap5z1
Exoc7.1,9.23E-25,0.496462336,0.221,0.174,3.06E-20,Tpex,Exoc7
Crlf2.1,9.46E-58,0.495993989,0.487,0.41,3.14E-53,Tpex,Crlf2
Ccnk.1,1.35E-30,0.495829825,0.274,0.218,4.48E-26,Tpex,Ccnk
Vps51.1,9.28E-37,0.495501561,0.262,0.198,3.08E-32,Tpex,Vps51
Nit1.1,3.05E-28,0.495028383,0.207,0.156,1.01E-23,Tpex,Nit1
Mbnl2,5.58E-45,0.494843275,0.311,0.236,1.85E-40,Tpex,Mbnl2
Fcho1.1,2.31E-38,0.494809336,0.333,0.268,7.64E-34,Tpex,Fcho1
C2cd5.1,2.83E-19,0.494714539,0.172,0.134,9.36E-15,Tpex,C2cd5
Rps12.1,7.78E-216,0.494551688,0.783,0.626,2.58E-211,Tpex,Rps12
Golga3,2.41E-16,0.494399212,0.14,0.108,8.00E-12,Tpex,Golga3
Rev3l,9.26E-42,0.494209263,0.241,0.172,3.07E-37,Tpex,Rev3l
Slc35b3.1,1.86E-36,0.494167697,0.268,0.204,6.15E-32,Tpex,Slc35b3
Nfkbil1.1,3.97E-23,0.494035121,0.236,0.191,1.32E-18,Tpex,Nfkbil1
Atg12.1,6.12E-28,0.493954663,0.24,0.187,2.03E-23,Tpex,Atg12
Zfp212,1.41E-15,0.493938656,0.118,0.089,4.67E-11,Tpex,Zfp212
Ccdc102a,9.80E-18,0.493828843,0.13,0.097,3.25E-13,Tpex,Ccdc102a
Dnmt3a.1,2.78E-21,0.493801451,0.22,0.177,9.21E-17,Tpex,Dnmt3a
Zfp592,1.10E-20,0.493788045,0.173,0.132,3.64E-16,Tpex,Zfp592
Dedd2.1,3.26E-30,0.493601772,0.258,0.203,1.08E-25,Tpex,Dedd2
Ranbp9.1,2.65E-49,0.493546058,0.344,0.264,8.77E-45,Tpex,Ranbp9
Erich1,5.53E-21,0.493363527,0.203,0.161,1.83E-16,Tpex,Erich1
March2.1,1.19E-67,0.492866315,0.49,0.401,3.94E-63,Tpex,2-Mar
Supt20,9.40E-41,0.492755888,0.37,0.304,3.11E-36,Tpex,Supt20
Snapin.1,1.66E-24,0.492254408,0.244,0.196,5.49E-20,Tpex,Snapin
Txndc16,2.20E-10,0.491407962,0.075,0.055,7.30E-06,Tpex,Txndc16
Tfe3.1,1.19E-11,0.491337579,0.103,0.08,3.96E-07,Tpex,Tfe3
Cdk13.1,5.91E-54,0.491266952,0.361,0.274,1.96E-49,Tpex,Cdk13
Phc2,2.17E-46,0.491133328,0.324,0.246,7.19E-42,Tpex,Phc2
Rhbdd1.1,7.58E-11,0.491019028,0.067,0.048,2.51E-06,Tpex,Rhbdd1
Ccr7,1.55E-107,0.490939827,0.664,0.544,5.13E-103,Tpex,Ccr7
Habp4.1,6.91E-08,0.4906888,0.094,0.077,0.00228827,Tpex,Habp4
Rmdn1.1,1.18E-28,0.490655164,0.127,0.084,3.91E-24,Tpex,Rmdn1
Vps18.1,1.81E-07,0.49027128,0.06,0.046,0.006001365,Tpex,Vps18
Ms4a4b,0,0.489933955,0.993,0.971,0,Tpex,Ms4a4b
Traf6.1,1.46E-19,0.489820123,0.158,0.12,4.85E-15,Tpex,Traf6
Agpat1.1,1.54E-20,0.489696856,0.158,0.119,5.11E-16,Tpex,Agpat1
Wdr91,2.40E-07,0.489654916,0.084,0.067,0.0079613,Tpex,Wdr91
Xrn1,5.73E-41,0.489599627,0.306,0.236,1.90E-36,Tpex,Xrn1
Ddb2.1,1.08E-29,0.489514924,0.191,0.139,3.58E-25,Tpex,Ddb2
Plekha1,2.31E-17,0.489322133,0.118,0.086,7.66E-13,Tpex,Plekha1
Bcl2l11,4.56E-22,0.488817107,0.243,0.198,1.51E-17,Tpex,Bcl2l11
Mterf2.1,1.71E-08,0.488711344,0.056,0.041,0.000567013,Tpex,Mterf2
Pglyrp2.1,3.94E-61,0.488657909,0.362,0.268,1.30E-56,Tpex,Pglyrp2
Fam107b.1,7.85E-140,0.488318256,0.751,0.669,2.60E-135,Tpex,Fam107b
Tbck,3.90E-18,0.488220188,0.146,0.111,1.29E-13,Tpex,Tbck
Ntrk3,1.89E-07,0.488209104,0.062,0.047,0.006268824,Tpex,Ntrk3
Usp45,1.59E-13,0.488149226,0.088,0.063,5.28E-09,Tpex,Usp45
Parg,1.51E-23,0.488046817,0.188,0.143,5.00E-19,Tpex,Parg
Fuca1.1,2.77E-45,0.487564005,0.385,0.313,9.17E-41,Tpex,Fuca1
Ralgapa2.1,1.09E-14,0.48745437,0.142,0.112,3.61E-10,Tpex,Ralgapa2
Rassf2.1,1.14E-48,0.487354733,0.293,0.214,3.77E-44,Tpex,Rassf2
Pcnx3.1,1.96E-15,0.487353948,0.089,0.063,6.50E-11,Tpex,Pcnx3
Ints9,5.28E-21,0.487280854,0.172,0.132,1.75E-16,Tpex,Ints9
Rsf1,1.46E-39,0.487274502,0.345,0.278,4.85E-35,Tpex,Rsf1
Eif2ak2.1,1.86E-26,0.48716302,0.174,0.128,6.15E-22,Tpex,Eif2ak2
Kctd2,2.10E-28,0.486975709,0.195,0.143,6.94E-24,Tpex,Kctd2
Abcd4,1.66E-10,0.486891171,0.079,0.059,5.52E-06,Tpex,Abcd4
Trim30d.1,1.89E-16,0.486886185,0.107,0.077,6.27E-12,Tpex,Trim30d
Wdr47,3.54E-08,0.486776532,0.053,0.039,0.00117152,Tpex,Wdr47
Gcc1,1.39E-08,0.486707556,0.059,0.044,0.000460133,Tpex,Gcc1
Tepsin,8.39E-09,0.486683306,0.04,0.027,0.000278144,Tpex,Tepsin
Dolpp1.1,4.74E-09,0.486641743,0.08,0.062,0.000156923,Tpex,Dolpp1
Itga6,1.39E-21,0.486432505,0.167,0.126,4.60E-17,Tpex,Itga6
Usp22,8.31E-20,0.486383041,0.143,0.107,2.75E-15,Tpex,Usp22
Tbc1d8b.1,4.15E-07,0.486171,0.041,0.03,0.013765009,Tpex,Tbc1d8b
Tmem50a.1,2.68E-210,0.485986004,0.847,0.778,8.88E-206,Tpex,Tmem50a
Arhgap12,3.35E-13,0.48594236,0.106,0.08,1.11E-08,Tpex,Arhgap12
Klf10.1,7.39E-12,0.485838454,0.098,0.074,2.45E-07,Tpex,Klf10
Cog3,2.15E-12,0.48535678,0.093,0.07,7.11E-08,Tpex,Cog3
Herc4,5.71E-33,0.485346955,0.254,0.194,1.89E-28,Tpex,Herc4
Acsbg1,3.34E-10,0.484982007,0.083,0.063,1.11E-05,Tpex,Acsbg1
D430042O09Rik,3.02E-08,0.48424954,0.074,0.057,0.001001625,Tpex,D430042O09Rik
Cyth4.1,3.87E-68,0.484217002,0.481,0.388,1.28E-63,Tpex,Cyth4
Rragc.1,1.72E-29,0.484189855,0.273,0.218,5.71E-25,Tpex,Rragc
Fam169b.1,3.01E-63,0.483569719,0.436,0.341,9.96E-59,Tpex,Fam169b
Idh3b.1,3.36E-96,0.483094743,0.599,0.511,1.11E-91,Tpex,Idh3b
Btbd2.1,6.40E-22,0.483084675,0.139,0.1,2.12E-17,Tpex,Btbd2
Cux1,3.51E-27,0.483080158,0.229,0.177,1.16E-22,Tpex,Cux1
Atp6ap1.1,7.97E-47,0.482852612,0.362,0.286,2.64E-42,Tpex,Atp6ap1
Pabpn1.1,1.82E-120,0.482668277,0.561,0.42,6.03E-116,Tpex,Pabpn1
Atg13.1,2.29E-18,0.482298597,0.123,0.09,7.58E-14,Tpex,Atg13
Fam98c,1.97E-20,0.482127289,0.202,0.161,6.53E-16,Tpex,Fam98c
Commd4.1,3.02E-65,0.481667283,0.519,0.437,1.00E-60,Tpex,Commd4
Aak1,6.11E-42,0.481396341,0.351,0.28,2.03E-37,Tpex,Aak1
Gm20400.1,2.23E-11,0.481213899,0.033,0.02,7.39E-07,Tpex,Gm20400
Lrpap1.1,1.82E-21,0.481163747,0.254,0.21,6.02E-17,Tpex,Lrpap1
Zkscan1.1,2.28E-16,0.481161963,0.113,0.083,7.56E-12,Tpex,Zkscan1
Zscan12,6.30E-07,0.481121115,0.046,0.034,0.020883347,Tpex,Zscan12
Dtnb.1,1.13E-16,0.48094857,0.173,0.138,3.74E-12,Tpex,Dtnb
P2ry10b.1,2.90E-09,0.480856141,0.046,0.032,9.60E-05,Tpex,P2ry10b
Rnasel.1,3.69E-23,0.480850886,0.157,0.115,1.22E-18,Tpex,Rnasel
Tspyl4,7.29E-17,0.480751895,0.089,0.062,2.42E-12,Tpex,Tspyl4
Hist1h4c.1,1.41E-12,0.480525681,0.091,0.067,4.67E-08,Tpex,Hist1h4c
Ubr4,2.43E-27,0.480486342,0.268,0.215,8.04E-23,Tpex,Ubr4
Gata3,1.75E-20,0.480292666,0.257,0.215,5.81E-16,Tpex,Gata3
Crot.1,6.78E-24,0.480284179,0.2,0.154,2.25E-19,Tpex,Crot
Ubn1.1,1.48E-64,0.480228232,0.471,0.38,4.91E-60,Tpex,Ubn1
Anxa6.1,2.60E-150,0.480064258,0.809,0.763,8.60E-146,Tpex,Anxa6
Ccnq.1,1.42E-39,0.480043434,0.169,0.11,4.72E-35,Tpex,Ccnq
Ttc3,2.02E-45,0.479832062,0.379,0.307,6.70E-41,Tpex,Ttc3
Fars2.1,9.64E-24,0.479710518,0.243,0.196,3.19E-19,Tpex,Fars2
Cops9.1,1.87E-100,0.47933358,0.529,0.392,6.19E-96,Tpex,Cops9
Retreg1.1,3.92E-43,0.479172774,0.24,0.169,1.30E-38,Tpex,Retreg1
Dvl3.1,1.36E-08,0.47898023,0.067,0.051,0.000450466,Tpex,Dvl3
Man2b1,8.16E-54,0.478759799,0.415,0.331,2.70E-49,Tpex,Man2b1
Lpcat4.1,4.65E-16,0.478753644,0.219,0.183,1.54E-11,Tpex,Lpcat4
Chm.1,2.93E-15,0.478730585,0.154,0.122,9.71E-11,Tpex,Chm
Usb1.1,8.18E-13,0.478694785,0.134,0.106,2.71E-08,Tpex,Usb1
Rnf170.1,1.69E-11,0.478655483,0.114,0.089,5.60E-07,Tpex,Rnf170
Erg28.1,1.14E-41,0.478613117,0.253,0.182,3.79E-37,Tpex,Erg28
Zfp319,4.76E-09,0.478369835,0.049,0.035,0.000157734,Tpex,Zfp319
Fem1c,2.14E-15,0.478237334,0.166,0.133,7.11E-11,Tpex,Fem1c
Prr7,7.03E-17,0.477987978,0.187,0.151,2.33E-12,Tpex,Prr7
Ccl25,2.67E-13,0.477919362,0.094,0.069,8.83E-09,Tpex,Ccl25
Pcnx,1.60E-09,0.477125507,0.081,0.062,5.30E-05,Tpex,Pcnx
Aff4,6.18E-26,0.47706405,0.22,0.171,2.05E-21,Tpex,Aff4
Kdm4b.1,8.52E-17,0.477053517,0.104,0.075,2.82E-12,Tpex,Kdm4b
Hadha.1,1.75E-58,0.476953245,0.462,0.385,5.81E-54,Tpex,Hadha
Dock8.1,4.05E-64,0.476753377,0.49,0.404,1.34E-59,Tpex,Dock8
Nrip1.1,4.10E-30,0.476346895,0.327,0.27,1.36E-25,Tpex,Nrip1
Smarcd1.1,6.99E-24,0.476220048,0.237,0.19,2.32E-19,Tpex,Smarcd1
Prrc2c,2.26E-156,0.476178648,0.785,0.728,7.49E-152,Tpex,Prrc2c
Hist1h3b.1,3.34E-25,0.476168311,0.065,0.037,1.11E-20,Tpex,Hist1h3b
Osbpl11.1,9.59E-15,0.476132039,0.116,0.087,3.18E-10,Tpex,Osbpl11
Nlk.1,2.98E-31,0.476048665,0.228,0.172,9.86E-27,Tpex,Nlk
Mrpl9.1,4.97E-56,0.475985549,0.467,0.391,1.65E-51,Tpex,Mrpl9
Trrap,3.41E-29,0.475882729,0.236,0.181,1.13E-24,Tpex,Trrap
Wdr13,5.68E-09,0.4758587,0.055,0.04,0.000188125,Tpex,Wdr13
Ptpn4.1,4.35E-12,0.475708123,0.113,0.088,1.44E-07,Tpex,Ptpn4
Mief2,9.83E-08,0.47562172,0.057,0.042,0.003257908,Tpex,Mief2
Kat6b.1,5.46E-13,0.475411752,0.098,0.073,1.81E-08,Tpex,Kat6b
Ralgps2.1,9.41E-24,0.475301797,0.164,0.12,3.12E-19,Tpex,Ralgps2
Rab2b,1.16E-10,0.475223967,0.081,0.06,3.84E-06,Tpex,Rab2b
Itm2a.1,1.36E-106,0.475052991,0.329,0.216,4.50E-102,Tpex,Itm2a
Epc2,1.44E-20,0.474984608,0.204,0.161,4.78E-16,Tpex,Epc2
Tor4a.1,2.68E-24,0.474824762,0.126,0.086,8.87E-20,Tpex,Tor4a
5830428M24Rik.1,1.07E-24,0.474729408,0.072,0.042,3.54E-20,Tpex,5830428M24Rik
Scamp2.1,7.80E-37,0.474591048,0.33,0.264,2.58E-32,Tpex,Scamp2
Myl12b,1.62E-290,0.47428524,0.935,0.901,5.37E-286,Tpex,Myl12b
Adora2a.1,7.17E-13,0.474245095,0.161,0.131,2.38E-08,Tpex,Adora2a
